Date,Name,Icon,Type,Quantity,Units,Calories,Deleted,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
02/27/2026,"White Rice, Steamed",Rice,Dinner,2.0,Cups,570,0,0,9.42,124.79,0,2.35,2.35,0,0
02/27/2026,Aldi - Wild Caught Pink Salmon,Fish,Dinner,12.0,Ounces,420,0,15,69,0,3,0,0,150,255
02/27/2026,Kimchi,Cabbage,Dinner,30.0,Grams,10,0,n/a,1.10,2.40,n/a,n/a,n/a,n/a,n/a
02/27/2026,creatine gummies,GummyBear,Snacks,1.0,Serving,70,0,n/a,n/a,15,n/a,5,n/a,n/a,50
02/27/2026,"Kiwi, Small",Kiwi,Snacks,148.0,Grams,100,0,n/a,2,24,n/a,16,4,n/a,n/a
02/27/2026,Baked Chips BBQ (Aldis),PotatoChip,Snacks,28.0,Grams,110,0,1.98,1.98,22,n/a,1.98,0.99,n/a,140
02/27/2026,"Beef Jerky, Original",Beef,Snacks,100.0,Grams,286,0,5.36,39.29,17.86,1.79,14.29,0,89.29,2392.86
02/26/2026,Chai Latte,Recipe,Breakfast,1.0,Serving,150,0,5.75,5,18.50,3.75,18,0,25,85
02/26/2026,Parfait Cup,Recipe,Breakfast,1.0,Serving,340,0,6.16,42.11,30.82,1.33,17.16,3.50,38.29,145.68
02/26/2026,Chuck Roast Rice Bowl,Recipe,Lunch,1.0,Serving,543,0,17.68,45.36,52.56,6.34,2,2.17,120,1575
02/26/2026,"Chipotle Burrito Bowl, Chicken, w/o sour cream or cheese",Chicken,Dinner,1.0,Serving,580,0,14.70,45.80,72,4,4,17.90,125,1085
02/26/2026,creatine gummies,GummyBear,Snacks,1.0,Serving,70,0,n/a,n/a,15,n/a,5,n/a,n/a,50
02/26/2026,"Beef Jerky, Original",Beef,Snacks,100.0,Grams,286,0,5.36,39.29,17.86,1.79,14.29,0,89.29,2392.86
02/26/2026,"Chips, Kettle, Original",PotatoChip,Snacks,56.0,Grams,300,0,18,4,34,2,2,2,0,179.80
02/26/2026,Cuties,Orange,Snacks,1.0,Each,40,0,0.25,0.50,8.50,0,6.50,2,0,0
02/25/2026,Chai Latte,Recipe,Breakfast,1.0,Serving,150,0,5.75,5,18.50,3.75,18,0,25,85
02/25/2026,Parfait Cup,Recipe,Breakfast,1.0,Serving,340,0,6.16,42.11,30.82,1.33,17.16,3.50,38.29,145.68
02/25/2026,Chuck Roast Rice Bowl,Recipe,Lunch,1.0,Serving,543,0,17.68,45.36,52.56,6.34,2,2.17,120,1575
02/25/2026,Chicken Wings Naked,Chicken,Dinner,6.0,Pieces,510,0,36,60,n/a,6,n/a,n/a,138,300
02/25/2026,Sweet Potato Fries,Potato,Dinner,1.0,Serving,160,0,5,1,25,0.70,9,2,0,270
02/25/2026,Angus Choice Beef Patties,Beef,Dinner,1.0,Serving,240,0,16,20,3,6,0,0,80,480
02/25/2026,creatine gummies,GummyBear,Snacks,1.0,Serving,70,0,n/a,n/a,15,n/a,5,n/a,n/a,50
02/25/2026,"Kiwi, Small",Kiwi,Snacks,148.0,Grams,100,0,n/a,2,24,n/a,16,4,n/a,n/a
02/25/2026,"Beef Jerky, Original",Beef,Snacks,100.0,Grams,286,0,5.36,39.29,17.86,1.79,14.29,0,89.29,2392.86
02/24/2026,Chai Latte,Recipe,Breakfast,1.0,Serving,150,0,5.75,5,18.50,3.75,18,0,25,85
02/24/2026,Parfait Cup,Recipe,Breakfast,1.0,Serving,340,0,6.16,42.11,30.82,1.33,17.16,3.50,38.29,145.68
02/24/2026,Chuck Roast Rice Bowl,Recipe,Lunch,1.0,Serving,543,0,17.68,45.36,52.56,6.34,2,2.17,120,1575
02/24/2026,Homemade,Chicken,Dinner,1.5,Each,818,0,0.15,24,24.45,n/a,n/a,n/a,n/a,n/a
02/24/2026,"Ground Beef, 85% Lean, 1 Patty",HamburgerPatty,Dinner,1.0,Serving,182,0,13,16,0,5,0,0,58,56
02/24/2026,Curly seasoned fries,FrenchFries,Dinner,1.0,Serving,150,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
02/24/2026,Chicken Wings Naked,Chicken,Dinner,6.0,Pieces,510,0,36,60,n/a,6,n/a,n/a,138,300
02/24/2026,creatine gummies,GummyBear,Snacks,1.0,Serving,70,0,n/a,n/a,15,n/a,5,n/a,n/a,50
02/23/2026,Chai Latte,Recipe,Breakfast,1.0,Serving,150,0,5.75,5,18.50,3.75,18,0,25,85
02/23/2026,Parfait Cup,Recipe,Breakfast,1.0,Serving,340,0,6.16,42.11,30.82,1.33,17.16,3.50,38.29,145.68
02/23/2026,Chuck Roast Rice Bowl,Recipe,Lunch,1.0,Serving,543,0,17.68,45.36,52.56,6.34,2,2.17,120,1575
02/23/2026,Homemade,Chicken,Dinner,1.5,Each,818,0,0.15,24,24.45,n/a,n/a,n/a,n/a,n/a
02/23/2026,creatine gummies,GummyBear,Snacks,1.0,Serving,70,0,n/a,n/a,15,n/a,5,n/a,n/a,50
02/23/2026,"Chips, Kettle, Original",PotatoChip,Snacks,56.0,Grams,300,0,18,4,34,2,2,2,0,179.80
02/23/2026,"Beef Jerky, Original",Beef,Snacks,100.0,Grams,286,0,5.36,39.29,17.86,1.79,14.29,0,89.29,2392.86
02/23/2026,Sundae shoppe ice cream crunch bars,IceCreamBar,Snacks,1.0,Each,130,0,8,1,13.50,n/a,10.50,n/a,5,22.50
02/23/2026,"Fruit, Lychee, Peeled",Melon,Snacks,20.0,Pieces,140,0,0,2,32,n/a,32,2,0,0
03/02/2026,Running,Running,Exercise,25,minutes,-284.675,0
03/02/2026,Core Fusion,Situps,Exercise,30,minutes,-240.526,0
03/02/2026,Weight Lifting,WeightTraining,Exercise,45,minutes,-206.165,0
02/28/2026,Soccer,Soccer,Exercise,45,minutes,-461.037,0
02/23/2026,HealthKit Workout,HealthkitExercise,Exercise,42,minutes,-182.0,0
02/23/2026,HealthKit Workout,HealthkitExercise,Exercise,30,minutes,-213.0,0
